,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,lr
0,0.8856672048568726,1.330257534980774,4.435240268707275,4.706912994384766,1e-04
1,0.4837413430213928,0.6215443015098572,2.6290457248687744,3.0725443363189697,1e-04
2,0.42025935649871826,0.5248857140541077,1.6577484607696533,2.155410051345825,1e-04
3,0.3828815519809723,0.4962178170681,1.4886407852172852,1.953884243965149,1e-04
4,0.3728466331958771,0.4835141897201538,1.4224244356155396,1.8652387857437134,1e-04
5,0.35186901688575745,0.4542595446109772,1.3687174320220947,1.7895954847335815,1e-04
6,0.3120418190956116,0.3980385363101959,1.3404783010482788,1.7376047372817993,1e-04
7,0.2889329791069031,0.3767906129360199,1.32497239112854,1.7107670307159424,1e-04
8,0.30029717087745667,0.4018875062465668,1.3051702976226807,1.661633014678955,1e-04
9,0.301571249961853,0.3873139023780823,1.2842304706573486,1.6032763719558716,1e-04
10,0.24650995433330536,0.3194825053215027,1.273561954498291,1.5709296464920044,1e-04
11,0.2085426300764084,0.2657232880592346,1.2659732103347778,1.5748625993728638,1e-04
12,0.250184565782547,0.33221811056137085,1.2599029541015625,1.5752136707305908,1e-04
13,0.31439343094825745,0.41698160767555237,1.265541672706604,1.5371980667114258,1e-04
14,0.25384625792503357,0.3228715658187866,1.2609020471572876,1.5123014450073242,1e-04
15,0.2169470191001892,0.27807268500328064,1.239505410194397,1.4742107391357422,1e-04
16,0.20574495196342468,0.2788846790790558,1.1992241144180298,1.4164835214614868,1e-04
17,0.22567492723464966,0.30001354217529297,1.0456457138061523,1.2593742609024048,1e-04
18,0.22057035565376282,0.2829626798629761,0.9485979080200195,1.1569831371307373,1e-04
19,0.18011631071567535,0.24464692175388336,0.782019317150116,0.975942850112915,1e-04
20,0.24296872317790985,0.31463944911956787,0.6145594716072083,0.7770172357559204,1e-04
21,0.22862479090690613,0.3233378529548645,0.6017007827758789,0.7557411789894104,1e-04
22,0.16038458049297333,0.21501126885414124,0.49336060881614685,0.6358821392059326,1e-04
23,0.14128346741199493,0.19115908443927765,0.39339473843574524,0.4974427819252014,1e-04
24,0.19372281432151794,0.2738700807094574,0.32258814573287964,0.3896688222885132,1e-04
25,0.17636221647262573,0.24735000729560852,0.46441540122032166,0.5573987364768982,1e-04
26,0.23096223175525665,0.312195360660553,0.34764936566352844,0.420889288187027,1e-04
27,0.2868812680244446,0.3973844349384308,0.2830730080604553,0.341139554977417,1e-04
28,0.1398872435092926,0.1908368021249771,0.16842064261436462,0.21440386772155762,1e-04
29,0.15316978096961975,0.20553258061408997,0.26352962851524353,0.3761536478996277,1e-04
30,0.17001064121723175,0.2329106628894806,0.1846999228000641,0.2552698254585266,1e-04
31,0.1646626889705658,0.2130393385887146,0.28407689929008484,0.39112985134124756,1e-04
32,0.19697873294353485,0.2636878192424774,0.18406666815280914,0.24314837157726288,1e-04
33,0.20108826458454132,0.3051135241985321,0.20647042989730835,0.276803582906723,1e-04
34,0.142824187874794,0.21434542536735535,0.14734339714050293,0.19434969127178192,5e-05
35,0.10516481101512909,0.14437426626682281,0.15579421818256378,0.19639259576797485,5e-05
36,0.09732891619205475,0.13446642458438873,0.14100512862205505,0.1885218620300293,5e-05
37,0.10638374090194702,0.14291900396347046,0.10522639751434326,0.13866369426250458,5e-05
38,0.0942983627319336,0.12612953782081604,0.08131222426891327,0.11298926174640656,5e-05
39,0.08976338803768158,0.12098883837461472,0.13399387896060944,0.2193477302789688,5e-05
40,0.09367014467716217,0.12808610498905182,0.15075518190860748,0.19554665684700012,5e-05
41,0.11250646412372589,0.14461864531040192,0.15225167572498322,0.21323490142822266,5e-05
42,0.1113738864660263,0.1603025496006012,0.2559317350387573,0.4550117254257202,5e-05
43,0.12546850740909576,0.17735402286052704,0.1104183942079544,0.1459171622991562,5e-05
44,0.08409447222948074,0.11413544416427612,0.10795439779758453,0.15536899864673615,2.5e-05
45,0.09658733010292053,0.12670756876468658,0.06829418987035751,0.09096398204565048,2.5e-05
46,0.07168582826852798,0.09535917639732361,0.10305405408143997,0.12276585400104523,2.5e-05
47,0.06080689653754234,0.0866897776722908,0.07137340307235718,0.09810978174209595,2.5e-05
48,0.06917721033096313,0.09731677919626236,0.09516262263059616,0.1314542591571808,2.5e-05
49,0.06495969742536545,0.08716747909784317,0.06279059499502182,0.0893031656742096,2.5e-05
50,0.06672491133213043,0.08957469463348389,0.06244148313999176,0.08875180780887604,2.5e-05
51,0.07549223303794861,0.09346895664930344,0.07133196294307709,0.09630699455738068,2.5e-05
52,0.0618782564997673,0.08182443678379059,0.06117947772145271,0.0842231959104538,2.5e-05
53,0.07493673264980316,0.11187494546175003,0.08221301436424255,0.1478954553604126,2.5e-05
54,0.07522407174110413,0.12923437356948853,0.10081375390291214,0.14846689999103546,2.5e-05
55,0.06689731776714325,0.09740724414587021,0.07788363099098206,0.11076492071151733,2.5e-05
56,0.05992419272661209,0.08396624028682709,0.06954758614301682,0.09473899751901627,2.5e-05
57,0.053456153720617294,0.07082249224185944,0.09642407298088074,0.11519590020179749,2.5e-05
58,0.054070133715867996,0.07276784628629684,0.06763777136802673,0.08692468702793121,1.25e-05
59,0.044157665222883224,0.058809489011764526,0.07332975417375565,0.09593025594949722,1.25e-05
60,0.044557616114616394,0.06060976907610893,0.05598662793636322,0.07906897366046906,1.25e-05
61,0.04315999895334244,0.0644332692027092,0.05570576339960098,0.0795283317565918,1.25e-05
62,0.04744741693139076,0.06630588322877884,0.04924178496003151,0.06916282325983047,1.25e-05
63,0.05064823850989342,0.06550417840480804,0.061191994696855545,0.08676815032958984,1.25e-05
64,0.05113326758146286,0.07077471911907196,0.057330239564180374,0.07971693575382233,1.25e-05
65,0.049662698060274124,0.06487882137298584,0.06404794752597809,0.08360605686903,1.25e-05
66,0.05817186459898949,0.07362382858991623,0.050204843282699585,0.0698641911149025,1.25e-05
67,0.04567683860659599,0.060579027980566025,0.057960908859968185,0.08468114584684372,1.25e-05
68,0.03908830136060715,0.05343291908502579,0.048990894109010696,0.0715167224407196,6.25e-06
