,loss,accuracy,val_loss,val_accuracy,lr
0,0.9858735799789429,0.5642856955528259,1.6007435321807861,0.23428571224212646,1e-04
1,0.5463151931762695,0.7799999713897705,2.14231538772583,0.23428571224212646,1e-04
2,0.5046024918556213,0.8014285564422607,2.9385826587677,0.23428571224212646,1e-04
3,0.3641819357872009,0.8657143115997314,3.4057435989379883,0.23428571224212646,1e-04
4,0.37902095913887024,0.8714285492897034,3.847285032272339,0.23428571224212646,1e-04
5,0.3316096365451813,0.8821428418159485,4.305765628814697,0.23428571224212646,1e-04
6,0.18397770822048187,0.941428542137146,3.9114699363708496,0.23428571224212646,5e-05
7,0.113161601126194,0.9657142758369446,2.5073187351226807,0.30571427941322327,5e-05
8,0.08048322796821594,0.9721428751945496,1.332639217376709,0.5304762125015259,5e-05
9,0.05060909688472748,0.9814285635948181,0.28670838475227356,0.8733333349227905,5e-05
10,0.05553073808550835,0.9814285635948181,0.2254006713628769,0.9095237851142883,5e-05
11,0.09849689900875092,0.9671428799629211,0.2884669899940491,0.8914285898208618,5e-05
12,0.06983733177185059,0.9750000238418579,0.21498844027519226,0.930476188659668,5e-05
13,0.0667153149843216,0.9807142615318298,0.1767841875553131,0.9314285516738892,5e-05
14,0.11943383514881134,0.9614285826683044,0.32270053029060364,0.8714285492897034,5e-05
15,0.09715389460325241,0.9700000286102295,0.22168414294719696,0.9247618913650513,5e-05
16,0.13354411721229553,0.9535714387893677,0.27490612864494324,0.8914285898208618,5e-05
17,0.1364738643169403,0.9599999785423279,0.33301469683647156,0.8533333539962769,5e-05
18,0.10839907079935074,0.9635714292526245,0.31738564372062683,0.8799999952316284,5e-05
19,0.07295196503400803,0.9764285683631897,0.09450346231460571,0.9647619128227234,2.5e-05
20,0.057819753885269165,0.9800000190734863,0.06528297811746597,0.9819047451019287,2.5e-05
21,0.036595556885004044,0.9885714054107666,0.04040491208434105,0.9857142567634583,2.5e-05
22,0.026304597035050392,0.9921428561210632,0.05372884124517441,0.9847618937492371,2.5e-05
23,0.015778519213199615,0.9950000047683716,0.04208161681890488,0.9885714054107666,2.5e-05
24,0.010714045725762844,0.9971428513526917,0.04276247322559357,0.9857142567634583,2.5e-05
25,0.013821098953485489,0.9957143068313599,0.025290794670581818,0.9895238280296326,2.5e-05
26,0.020433621481060982,0.991428554058075,0.028471460565924644,0.9904761910438538,2.5e-05
27,0.028053782880306244,0.9900000095367432,0.1621769517660141,0.9561904668807983,2.5e-05
28,0.013870344497263432,0.9950000047683716,0.07754591852426529,0.9704762101173401,2.5e-05
29,0.0094032883644104,0.9971428513526917,0.023187920451164246,0.9904761910438538,2.5e-05
30,0.008353536017239094,0.9985714554786682,0.0419253371655941,0.9876190423965454,2.5e-05
31,0.007708721794188023,0.9985714554786682,0.05632694438099861,0.9876190423965454,2.5e-05
32,0.00999195221811533,0.9942857027053833,0.04446233808994293,0.9876190423965454,2.5e-05
33,0.024427780881524086,0.9928571581840515,0.08118004351854324,0.9790475964546204,2.5e-05
34,0.018373988568782806,0.9942857027053833,0.04511161893606186,0.9809523820877075,2.5e-05
35,0.016196003183722496,0.9942857027053833,0.024554522708058357,0.9895238280296326,1.25e-05
36,0.002988755004480481,1.0,0.02206241711974144,0.991428554058075,1.25e-05
37,0.003190136980265379,0.9992856979370117,0.031815845519304276,0.9895238280296326,1.25e-05
38,0.00913474801927805,0.9978571534156799,0.02660498209297657,0.9904761910438538,1.25e-05
39,0.009071005508303642,0.9971428513526917,0.02007973939180374,0.9923809766769409,1.25e-05
40,0.004814504645764828,1.0,0.02244294248521328,0.991428554058075,1.25e-05
41,0.00635156175121665,0.9978571534156799,0.030813032761216164,0.9904761910438538,1.25e-05
42,0.0064142621122300625,0.9978571534156799,0.026531333103775978,0.991428554058075,1.25e-05
43,0.004418665077537298,0.9992856979370117,0.04116196930408478,0.9904761910438538,1.25e-05
44,0.0063607352785766125,0.9978571534156799,0.038631513714790344,0.9904761910438538,1.25e-05
45,0.0024259397760033607,0.9992856979370117,0.03831298649311066,0.9895238280296326,6.25e-06
46,0.0011354947928339243,1.0,0.03620540723204613,0.9885714054107666,6.25e-06
47,0.002495792228728533,1.0,0.035577382892370224,0.9904761910438538,6.25e-06
48,0.004374007694423199,0.9992856979370117,0.03398619964718819,0.9904761910438538,6.25e-06
49,0.004083823412656784,0.9985714554786682,0.030485069379210472,0.9895238280296326,6.25e-06
